type,year,authors,title,venue
publications,2002,Nava Maria,Resource integration and customization for automatic hypertext information retrieval in a corporate setting.,"Language Resources and Evaluation Conference (LREC 2002), [ ]"
publications,2002,"Pascu Anca., Carpentier François-Gilles",Object Determination Logic - A Categorization System,"FLAIRS2002, Pensacola, Florida"
publications,2002,Pascu Anca; Carpentier François-Gilles,Object Determination Logic - System of Categorization,"Proceedings on the Fifteenth International Florida Artificial Intelligence Research Society, AAAI Press, [ ]"
publications,2002,Suh Jeonyon,Reconsideration of korean suffixes -ass/eoss/ss- and -teo-,"Proceedings of the ICKL 2002, actes du colloque « International Circle of Korean Linguistics », Oslo, Norvège, 8-11 juillet"
publications,2002,Zarri Gian Piedro,"Indexing and Querying of Narrative Documents, a Knowledge Representation Approach",Proceedings of the VII International Conference of the ISKO International Society for Knowledge Organization. Granada (Spain): Faculty of Library and Information Science of the University of Granada
publications,2002,Zarri Gian Piedro,Semantic Web and Knowledge Representation,"Database and Expert Systems Applications — Proceedings of the 13th International Conference, DEXA02, Min Tjoa, A., and Wagner, R.R., eds. Los Alamitos (CA): IEEE Computer Society Press"
publications,2002,"Zhang Yanduo, Zhang Mimi",Development of Robot Soccer Simulation Match System Based on Artificial Life,"FIRA Robot World Cup, Corée, 23-29 Mai"
publications,2002,Desclés Jean-Pierre,"Diversité des langues, invariants cognitifs, architecture computationnelle","Rencontre de l'Académie Internationale de Philosophie des Sciences, [ ]"
publications,2002,Goulet Marie-José,L'apport des outils informatiques à l'analyse de contenu : l'exemple de Termplus et des chroniques de Firmin Paris,"Forum Discussion critique autour de méthodes danalyse de contenu, 70e Congrès de l'Acfas, Québec"
publications,2002,Jeanneret Yves,"Le texte entre traitements, lecture et écriture","colloque Le traitement du discours dans les recherches en communication, Centre détude du débat public, université de Tours, 3-4 juin"
publications,2002,Labelle Sarah,Inscription territoriale de «la société de linformation» : volonté politique et enjeux culturels,"Espaces et territoires : du public à lhabitant, actes du colloque, Archives du monde du travail, Roubaix, 6-7 juin"
publications,2002,Labelle Sarah,"Médias informatisés, figures de la ville et approche communicationnelle des usages","actes du XIIIe Congrès national des Sciences de l'Information et de la Communication, Les recherches en information et communication et leurs perspectives : Histoire, objet, pouvoir, méthode, Palais du Pharo – Marseille, 7-9 octobre"
publications,2002,"Lejeune Fanch., Risler A",Les configurations manuelles pronominales en LSF,"Actes des 3èmes Journées détudes : Recherches sur les Langues des Signes., Toulouse"
publications,2002,Souchier Emmanuel,"Forme Texte, écriture typographique &amp; page-écran","Colloque La mise en scène du poème, Éditions Obsidiane, CRL et DRAC de Bourgogne, Villeneuve sur Yonne,, 26-28 septembre"
publications,2002,Souchier Emmanuel,L'écriture électronique : la rupture sémiotique,"Actes des journées d'étude Design… graphique ?, organisées par l'École régionale des Beaux-arts, Valence"
publications,2002,Souchier Emmanuel,Les nouvelles technologies peuvent-elles tuer lécriture ?,"Colloque franco-canadien Autour de Hugo : l'avènement des nouveaux supports de pensée, ENS Ulm - Centre culturel Canadien, mai"
publications,2002,Souchier Emmanuel,"Lorsque les écrits de réseaux cristallisent la mémoire des outils, des médias, des pratiques…","Quinzièmes entretiens Jacques Cartier Les défis de la publication sur le web, hyperlectures, cybertextes et méta-éditions, ENSSIB, Lyon, 9-11 décembre"
publications,2002,"Troncy Raphaël, Isaac Antoine",DOE : une mise en oeuvre d'une méthode de structuration différentielle pour les ontologies.,"13ièmes Journées Francophones d'Ingénierie des Connaissances, IC'2002, Rouen, Mai 2002, [ ]"
publications,2002,Mourad Ghassan,"La segmentation de textes par exploration contextuelle automatique, présentation du module SegATex","ISLsp, Inscription Spatiale du Langage : structure et processus IRIT, Université Paul Sabatier, Toulouse, [ ]"
publications,2005,Abraham Maryvonne,"La polysémie, travaux de stylistique et de linguistique française : études linguistiques","Eds. dir. Olivier Soutet,, PUPS, Presses de l’Université Paris-Sorbonne, 137-154"
publications,2005,Boudon Pierre,Le projet tectonique,"Eds. dir. J.P. Chupin et C. Simonnet, Gollion, Folio, 93-111"
publications,2005,Desclés Jean-Pierre,La quantification dans la logique moderne,"Eds. dir. P.Joray, Paris, L’Harmattan, 263-392"
publications,2005,Desclés Jean-Pierre,"Logic, Thought and Action","Eds. dir. Daniel Vanderveken, Springer, 217-244"
publications,2005,Desclés Jean-Pierre,Alternative Logics. Do Sciences Need them?,"Eds. dir. Paul Weingartner, Berlin, Springer-Verlag, 115-148"
publications,2005,Ibrahim Amr Helmy,Les périphrases verbales,"Eds. Hava Bath-Zev Shyldkrot et Nicole Le Querler éds, Amsterdam/New York: John Benjamins, Col. LIS, 185-205"
publications,2005,Merkoulova Inna,"Signes, Langues et cognition (« best of » du Congrès Sémio 2001)","Eds. dir. P.-Y. Raccah, Paris, L’Harmattan, 175-192"
publications,2005,Zarri Gian Piedro,Encyclopedia of Database Technologies and Applications,"Eds. Rivero, L.C., Doorn, J.H., and Ferraggine, V.E., eds., Hershey (PA): Idea Group Inc."
publications,2005,Zarri Gian Piedro,Encyclopedia of Knowledge Management,"Eds. Schwartz, D., ed., Hershey (PA): Idea Group Inc."
publications,2005,"Charlet Jean, Laublet Philippe, Reynaud Chantal (Dir.)","Le Web Sémantique, Hors série de la revue I3 (Information, Interaction, Intelligence), Volume (4), N°1",Cépadues
publications,2005,"Biskri Ismaïl, Desclés Jean-Pierre",Applicative and Combinatory Categorial Grammar and Subordinate Constructions in French,"nternational Journal on Artificial Intelligence Tools, Vol 14, N°1 &amp; 2, 125-136"
publications,2005,"Desclés Jean-Pierre, Guentchéva Zlatka",Doit-on tenir compte de la polysémie verbale en typologie ?,"Langue française 145, 93-107"
publications,2005,Freund Michael,Revising preferences and choices,"Journal of Mathematical Economics 41, 229-251 [ ]"
publications,2005,Gorgatchev Bissera,Le present perfect résultatif: marqueurs aspectuels,"A. Molendijk &amp; Co Vet (Eds.), Temporalité et Attitude, Cahiers Chronos, N°12, Amsterdam/New York : Rodopi, 171-185"
publications,2005,Jackiewicz Agata,Les séries linéaires dans le discours,"Les adverbiaux cadratifs, Revue Langue française, N°148"
publications,2005,Rayon Nadine,Analyse morpho-graphémique pour la catégorisation automatique des séquences de kanji dans des textes japonais,"The Prague Bulletin of Mathematical Linguistics n° 83, Prague, 47-58"
publications,2005,Zarri Gian Piedro,"Integrating the Two Main Inference Modes of NKRL, Transformations and Hypotheses","Journal on Data Semantics (JoDS), 4, 304-340"
publications,2005,Pognan Patrice,Je znalost historické mluvnice pot&#345;ebná k automatické analýze &#269;eštiny? (La connaissance de la grammaire historique est-elle utile à l’analyse automatique du tchèque ?),"Sborník na po&#269;est, Prof. PhDr. Evy Haji&#269;ové, DrSc., Prague (République tchèque)"
publications,2005,Ibrahim Amr Helmy,"Forme, conscience et catégorisation linguistique: l'apport de Benveniste","Écho des études romanes, Vol. I /Num. 2, &#268;eské Bud&#283;jovice: Université de Bohême du Sud, 31-39"
publications,2005,Rayon Nadine,Analyse morpho-graphémique pour l’indexation et la catégorisation automatique des séquences de kanji dans les textes japonais,"Bulletin du Centre de hautes études internationales d’Informatique Documentaire n° 98, Paris, 1-15"
publications,2005,Bouhafs Hafsia Asma,"Utilisation de la méthode d'exploration contextuelle pour une extraction d'information sur le web dédiées à la veille. Réalisation du système informatique JavaVeille.,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2005-03-11 [ ]"
publications,2005,Christou Sotiroula,"L'emprunt linguistique en grec chypriote,","sous la direction de Amr Helmy Ibrahim , Université de Paris Nord, 2005-06-27"
publications,2005,Farzindar Atefeh,"Résumé automatique de textes juridiques,","sous la direction de Jean-Pierre Desclés , Guy Lapalme , Université Paris-Sorbonne, Université de Montréal, 2005-03-29"
publications,2005,Gauvain Philippe,"Les notions de mouvement et de changement en relation avec les théories contemporaines de l’aspectualité et de la cognition,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2005-06-24 [ ]"
publications,2005,Gwiazdecka Ewa,"Aspects, prépositions et préverbes dans une perspective logique et cognitive. Application au polonais : przez/prze-, do/do-, od/od-,","sous la direction de Banys Wieslaw, Jean-Pierre Desclés , Université de Silésie, Université Paris-Sorbonne, 2005-04-29 [ ][ ]"
publications,2005,Isaac Antoine,"Capture et formalisation des contraintes sémantiques : utilisation pour la conception des ontologies.,","sous la direction de Jean-Pierre Desclés, Philippe Laublet , Université Paris-Sorbonne, 2005-12-08 [ ]"
publications,2005,Suh Jungyeon,"Etude des valeurs aspecto-temporelles du coréen dans un modèle cognitif et formel : -eoss- et -teo-,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2005-02-12"
publications,2005,Werli Stéphanie,"Agent de détection de faits et d’événements majeurs dans les textes de la toile. Une application à la veille : le système ALSEM,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2005-06-27"
publications,2005,,"Dans le contexte des Technologies de l’Information et de la Communication : Une écriture pictographique fondée sur des principes sémantiques,","sous la direction de Jean-Pierre Desclés , Université Paris-Sorbonne, 2005-11-23"
publications,2005,"Amardheil Florence, Laublet Philippe, Minel Jean-Luc",Document Annotation and Ontology Population form Linguistic Extractions,"KCap (Third International Conference on Knowledge Capture), Banff, Canada, 2-5 Octobre"
publications,2005,Bentolila Fernand,La description morphologique du verbe en français,"Journées d’études Langue, Communication, Informatique, Oujda"
publications,2005,Bentolila Fernand,Description linguistique et didactique: simplifier pour comprendre et faire comprendre,"Linguistique berbère: les nouveaux horizons, Tétouan"
publications,2005,"Bertino, E., Ferrari, E., Perego, A., and Zarri Gian-Pedro",An Integrated Approach to Rating and Filtering Web Content,"Innovations in Applied Artificial Intelligence: 18th International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems, IEA/AIE 2005 (Lectures Notes in Computer Science 3533), Moonis, A., and Esposito, F., eds. Heidelberg: Springer Verlag."
publications,2005,"Bertino, E., Ferrari, E., Perego, A., and Zarri, G.P.",A Multi-strategy Approach to Rating and Filtering Online Resources,"Database and Expert Systems Applications - Proceedings of the 16th International Conference, DEXA’05. Los Alamitos (CA): IEEE Computer Society Press."
publications,2005,"Couto Javier, Lundquist Lita, Minel Jean-Luc",Navigation interactive pour l'apprentissage en linguistique textuelle,"EIAH 2005, Montpellier"
publications,2005,Couto Javier; Lundquist Linda; Minel Jean-Luc,Using NaviTexte to teach French as a second language,"Recent Research Developments in Learning Technologies, Carcerès, Espagne"
publications,2005,"Desclés Jean-Pierre, Djioua Brahim",Using Combinatory Logic for a synthesis and an analysis of meaning,"First World Congress and School on Universal Logic (UNILOG’05), Montreux –Switzerland, march 26th - april 3rd"
publications,2005,"Desclés Jean-Pierre, Pascu Anca",Logic of Determination of Objects : the meaning of variable in quantification,"Flairs 2005, edited by AAAI Press, Floride, 610-616 [ ]"
publications,2005,"Georgiev N.,Labat Jean-Marc, Minel Jean-Luc, Nicolas L.",SUPERVISED DATA EXTRACTION,"IADIS, WWW/Internet 2005, Lisbonne"
publications,2005,Gwiazdecka Ewa,La préposition et le préverbe comme opérateurs sur des lieux abstraits,"Semantic relations in Language and Culture, 24-26 X, Bia&#322;ystok, 115-124"
publications,2005,Ibrahim Amr Helmy,Light verbs in Standard and Egyptian Arabic,"Perspectives in Arabic Linguistics, Papers from the Annual Symposium on Arabic Linguistics (Proceedings of the 2003 Alexandria 17th Symposium - Mohammad T. Alhawary &amp; Elabbas Benmamoun eds), Amsterdam: John Benjamins Publishing Company, 116-129"
publications,2005,Ibrahim Amr Helmy,Lexicon Grammar within Defining Matrix Analysis Model,"Human Language Technologies as a Challenge for Computer Science and Linguistics - In memory of Maurice Gross and Antonio Zampoli, Proceedings of the 2nd Language &amp; Technology Conference, Poznan, Poland, 196-200 [ ]"
publications,2005,"Isaac Antoine, Troncy Raphaël",Using Several Ontologies for Describing Audiovisual Documents : A Case Study in the Medical Domain.,"Workshop on Multimedia and the Semantic Web, Second European Semantic Web Conference (ESWC 2005), Heraklion, Crete"
